query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
gray woolen skirt with a zipper on the side. the skirt has a wrap-around design and is made of a high-quality material. the zipper is silver in color and adds a touch of elegance to the overall look. the skirt is styled in a fashionable manner and is suitable for both casual and formal occasions.,1,1,0,1,1,1,1,1.0,297,57,38,2,0,1,0,1,0,1,0,4
yellow dress with a ruffled collar and a long sleeve. the dress is made of a lightweight material and has a flowy fit. the dress is worn by a young girl and is a simple yet elegant style.,1,1,0,1,1,1,1,1.0,187,38,26,1,0,1,1,1,0,1,1,3
"beige lace dress with a ruffled neckline and a tiered skirt. the dress has a blush color and is made of a sheer material with a lace pattern. the neckline is adorned with a delicate lace trim, and the skirt has a tiered design with ruffles at the bottom. the dress is styled in a feminine and romantic fashion, making it suitable for special occasions or dressy events.",1,6,0,0,0,1,1,0.16666666666666666,369,68,41,1,1,2,3,1,1,1,1,4
red dress. the dress is made of a stretchy material and has a deep v-neckline. it is a strapless dress with a fitted bodice and a flowing skirt. the dress is a bright red color and has a slit on the side.,1,7,0,0,0,1,1,0.14285714285714285,204,43,26,1,0,2,0,1,0,1,0,4
"pink floral dress with long sleeves and a high neckline. the dress has a fitted bodice and a flared skirt. the floral pattern consists of pink and red flowers with green leaves. the dress is made of a shiny material, possibly silk or satin. the dress is styled in a formal fashion, suitable for a special occasion.",1,2,0,0,1,1,1,0.5,314,57,39,3,2,2,1,1,1,1,1,5
beige skirt. it is a mini skirt with a zipper closure on the front. the skirt is made of a lightweight material and has a casual style.,1,3,0,0,1,1,1,0.3333333333333333,135,27,20,1,0,1,0,1,0,1,0,3
black and grey skirt with a floral pattern. the skirt is made of a shiny material and has a zipper closure on the side. the flowers on the skirt are made of sequins and have a silver color. the skirt is short and has a mini length.,1,1,0,1,1,1,1,1.0,231,47,28,3,0,1,1,1,0,1,1,4
"white tank top with a low neckline and a cross back detail. the tank top is made of a soft and stretchy material, and it has a loose fit. the white color of the tank top is accentuated by the thin black straps that crisscross in the back. the tank top is a fashionable and comfortable choice for a casual outfit.",1,10,0,0,0,1,1,0.1,312,61,37,2,0,1,0,1,0,1,0,4
"black t-shirt with a white heart and a crack on it. the t-shirt has the words ""heart break hotel"" written on it in white letters.",1,1,0,1,1,1,1,1.0,129,27,19,2,0,1,0,1,0,1,0,2
shiny blue sequined dress.,1,,1,0,0,0,0,0.0,26,4,4,1,0,1,1,1,0,1,1,1
black coat. the coat is made of a shiny material and has a zipper. the coat is worn with a white shirt and black pants.,1,,1,0,0,0,0,0.0,119,25,17,2,0,3,0,1,0,1,0,3
black leather jacket with fringe on the sleeves. the jacket has a western style and is worn by a woman.,1,2,0,0,1,1,1,0.5,103,20,17,1,1,1,0,1,1,1,0,2
white blouse with a high neckline and a keyhole cutout at the front. the blouse has long sleeves and is made of a lightweight material. the fashion style of the blouse is simple and elegant.,1,2,0,0,1,1,1,0.5,190,35,24,1,0,1,0,1,0,1,0,3
gray and black tank top with a short black skirt. the tank top has a round neckline and the short skirt has a high waistline. the outfit is made of a stretchy material and is suitable for a casual or sporty look.,1,1,0,1,1,1,1,1.0,212,42,27,2,0,2,0,1,0,1,0,3
plaid shirt with long sleeves and a collar. the shirt has a red and blue plaid pattern and is made of a checkered material. the shirt also has a button-down collar and long sleeves with cuffs.,1,7,0,0,0,1,1,0.14285714285714285,192,37,22,2,0,1,2,1,0,1,1,3
"black dress with a flowy skirt and a fitted bodice. the dress is made of a stretchy material and has a high waistline. the skirt is long and has a slight flare at the bottom. the dress is styled in a classic, elegant fashion.",1,,1,0,0,0,0,0.0,225,44,28,1,0,2,0,1,0,1,0,4
blue sequined dress with a short sleeve and a low back. the dress has a silver sequin belt at the waist and a silver sequin applique on the front.,1,8,0,0,0,1,1,0.125,146,29,20,2,0,2,1,1,0,1,1,2
"black leather jacket with a zipper closure and a silver zipper pull. the jacket has a collar, a front zippered pocket, and a silver zipper pull. the jacket is worn by a woman with long hair and a white shirt underneath.",1,,1,0,0,0,0,0.0,219,41,25,3,1,2,0,1,1,1,0,3
a beige ribbed knit top with a crew neckline and long sleeves.,2,1,0,1,1,1,1,1.0,62,12,11,1,1,1,1,1,1,1,1,1
black shirt with a zipper on the front. the shirt has a collar and long sleeves. the zipper is silver in color. the shirt is made of a soft material and has a loose fit.,1,,1,0,0,0,0,0.0,169,35,23,2,0,1,0,1,0,1,0,4
"white skirt with a ruffled edge. the skirt is made of a soft, stretchy material and has a fitted waistband. the ruffles are made of a cotton-like fabric and are sewn on in a decorative manner. the skirt is a midi length and is suitable for a variety of occasions.",1,,1,0,0,0,0,0.0,263,51,33,1,1,1,1,1,1,1,1,4
pair of khaki cargo pants. the pants are made of a light tan color material and have a drawstring waist. they have four pockets on the front and two on the back. the pants are styled in a casual fashion and are suitable for a variety of occasions.,1,5,0,0,1,1,1,0.2,247,48,32,2,0,1,0,1,0,1,0,4
"black circle skirt. the skirt is made of a material that appears to be a cotton blend. the skirt has a high waist and a wide, flowing bottom. the skirt is a circle shape and has a ruffled hem. the skirt is a knee-length and is worn with a belt around the waist.",1,1,0,1,1,1,1,1.0,261,54,31,1,1,2,1,1,1,1,1,5
pair of gray leggings with a black belt. the leggings have a white under armour logo on them. the leggings are made of a soft material and have a loose fit.,1,,1,0,0,0,0,0.0,156,31,23,3,0,1,0,1,0,1,0,3
the main item is a grey t-shirt with a white print on the front.,1,,1,0,0,0,0,0.0,64,15,13,2,0,1,0,1,0,1,0,1
green tank top. the tank top is made of a sheer material and has a v-neck. it is a sleeveless top and has a drawstring at the waist.,1,1,0,1,1,1,1,1.0,132,29,19,1,0,1,1,1,0,1,1,3
black leather jacket with silver studs. the jacket has a silver zipper and a silver buckle on the front. the jacket also has a silver zipper on the sleeve. the jacket is worn by a woman with long hair.,1,6,0,0,0,1,1,0.16666666666666666,201,39,22,2,1,1,0,1,1,1,0,4
"pair of black pants with a gray and white print. the pants have a loose fit and are made of a stretchy material. the pants are styled with a cuffed ankle and feature a wide, elastic waistband.",1,6,0,0,0,1,1,0.16666666666666666,192,37,25,3,0,1,0,1,0,1,0,3
black floral print mini skirt with a drawstring waist and a high slit on the front. the skirt is made of a flowy material and has a loose fit.,1,2,0,0,1,1,1,0.5,142,29,23,1,0,1,1,1,0,1,1,2
a purple dress with silver beading on the bodice and a v-neckline. the dress has a flowy skirt and a zipper closure on the back.,1,1,0,1,1,1,1,1.0,128,26,18,2,0,2,0,1,0,1,0,2
green jacket with a hood. the jacket has a zipper and a button on the front. the jacket is made of a material that appears to be a blend of cotton and polyester. the jacket is styled in a casual fashion and is suitable for everyday wear.,2,2,0,0,1,1,1,0.5,237,47,31,1,2,1,0,1,1,1,0,4
black and white polka dot top with a sheer overlay. the top is made of a black and white polka dot pattern with a sheer overlay that has a black and white polka dot pattern. the top is a fashionable style that is suitable for a variety of occasions.,1,1,0,1,1,1,1,1.0,249,49,23,2,0,1,2,1,0,1,1,3
"black and blue floral print top. the top is made of a lightweight material, possibly silk, and has a loose fit. the floral print features a mix of purple, pink, and blue flowers on a black background.",1,1,0,1,1,1,1,1.0,200,37,25,4,1,1,1,1,1,1,1,3
pair of black leggings with a white belt. the leggings have a studded design and a zipper on the side. the belt is also black and has a silver buckle.,1,1,0,1,1,1,1,1.0,150,30,21,3,0,1,0,1,0,1,0,3
the main item is a white t-shirt with a black design on the back. the shirt has a loose fit and is made of a soft material.,1,3,0,0,1,1,1,0.3333333333333333,123,28,21,2,0,1,0,1,0,1,0,2
"blue and white floral printed top with a boat neck and short sleeves. the top has a flowy and loose fit, and the floral pattern consists of blue flowers with white centers on a blue background.",1,1,0,1,1,1,1,1.0,193,36,24,2,0,1,2,1,0,1,1,2
pair of jeans with a leopard print pattern. the jeans are made of a stretchy material and have a high waist. the leopard print is a mix of tan and black colors.,1,2,0,0,1,1,1,0.5,160,32,22,2,0,1,0,1,0,1,0,3
"gold pleated mini skirt. the skirt is made of a shiny material and has a metallic finish. it is a high-waisted design with a slit on the front. the skirt is short and has a tight fit, making it perfect for a night out.",1,2,0,0,1,1,1,0.5,218,45,31,1,0,1,1,1,0,1,1,4
"striped dress with a blue and white color scheme. the dress has a loose fit and features a ruffled off-the-shoulder neckline. the dress is made of a lightweight material, possibly cotton or linen, and has a relaxed fit. the dress is a summer style and is perfect for a casual outing or a beach day.",1,3,0,0,1,1,1,0.3333333333333333,298,57,36,2,2,1,2,1,1,1,1,4
black and multi-colored sequined dress. the dress has a black sequined top and a multi-colored sequined bottom. the dress is short and has a flowy design.,1,1,0,1,1,1,1,1.0,154,28,15,1,0,2,1,1,0,1,1,3
beige skirt with a split in the front. the skirt is made of a lightweight material and has a front slit that is approximately 10 inches long. the skirt is a khaki color and has a front zipper closure.,1,1,0,1,1,1,1,1.0,200,38,24,2,0,1,0,1,0,1,0,3
"blue dress with a ruffled skirt. the dress is made of a lightweight material and has a fitted bodice with a high neckline. the skirt is full and features a ruffled hemline. the dress is styled in a classic, feminine fashion.",1,,1,0,0,0,0,0.0,224,41,26,1,0,2,1,1,0,1,1,4
"pair of pants. the pants are black and white in color and have a flowing, loose fit. they are made of a stretchy material and have a wide, elastic waistband. the pants are designed to be worn with a flowing top and have a loose, comfortable fit.",1,,1,0,0,0,0,0.0,245,47,29,2,0,2,0,1,0,1,0,4
purple lace teddy with a matching purple lace g-string. the teddy has a plunging neckline and a lace-up back. the g-string is a matching purple lace with a satin bow at the back.,1,2,0,0,1,1,1,0.5,178,36,19,1,2,0,1,1,1,0,1,3
yellow sleeveless dress.,1,6,0,0,0,1,1,0.16666666666666666,24,3,3,1,0,1,0,1,0,1,0,1
pair of men's pants. the pants are dark blue in color and have a belt loop. the pants are made of a material that appears to be cotton. the pants have a slim fit and are styled in a fashionable manner.,1,1,0,1,1,1,1,1.0,201,42,28,1,1,2,0,1,1,1,0,4
"purple leather skirt with a ruffled design. the skirt has a zipper closure and is made of high-quality leather material. the ruffles are made of a soft, textured fabric that adds a feminine touch to the overall design. the skirt is styled in a fashionable manner and is suitable for both casual and formal occasions.",1,1,0,1,1,1,1,1.0,316,56,39,1,1,1,1,1,1,1,1,4
black leather jacket with a zipper closure. the jacket has a quilted design and features a silver zipper. the jacket is worn by a woman who is standing in front of a white background.,2,5,0,0,1,1,1,0.2,183,34,25,3,1,1,1,1,1,1,1,3
"black and white print skirt. the skirt has a flowing design and is made of a lightweight material. the print features a mix of geometric shapes and patterns in black, white, and other colors. the skirt is worn by a mannequin and is displayed in a store window.",1,3,0,0,1,1,1,0.3333333333333333,260,48,29,2,0,1,1,1,0,1,1,4
white t-shirt with a black and brown design on the front.,1,,1,0,0,0,0,0.0,57,12,12,3,0,1,0,1,0,1,0,1
green army-style vest with a drawstring waist and a silver zipper. the vest is made of a soft material and has a relaxed fit. it is a fashionable piece that can be worn with a variety of outfits.,1,8,0,0,0,1,1,0.125,195,39,29,2,0,1,0,1,0,1,0,3
"red strapless satin corset with a bow at the back. the corset has a peplum silhouette and a zipper closure at the back. the fabric is shiny and smooth, and the color is a bright red. the bow at the back is made of the same material and is a darker shade of red. the corset is worn with a black top underneath, and the woman is posing for the camera.",1,1,0,1,1,1,1,1.0,349,71,36,2,1,1,0,1,1,1,0,5
a woman in a champagne colored lace dress with long sleeves and a high neckline. the dress has a sequin and beaded design on the bodice and a flowing skirt.,1,1,0,1,1,1,1,1.0,156,30,22,0,1,2,1,0,1,1,1,2
pink and purple golf shirt with a v-neck and short sleeves. the shirt has a polo collar and a small logo on the left chest. the shirt is made of a lightweight material and has a relaxed fit.,1,1,0,1,1,1,1,1.0,190,39,27,2,0,1,0,1,0,1,0,3
black legging with a white stripe on the side. the legging is made of a shiny material and has a high waistband. the legging also has a mesh panel on the back.,1,9,0,0,0,1,1,0.1111111111111111,159,32,22,2,0,0,2,1,0,0,1,3
"white blouse with a black collar. the blouse has a floral print with a mix of red, blue, and yellow flowers. the collar is black and has a bow on it. the blouse is worn with a black tie.",1,1,0,1,1,1,1,1.0,186,39,23,5,0,1,1,1,0,1,1,4
pair of khaki-colored wide-leg pants with a cropped length. the pants have a front button and a back pocket.,1,3,0,0,1,1,1,0.3333333333333333,108,21,18,1,0,1,0,1,0,1,0,2
black velvet blazer with a white shirt underneath. the blazer has a notched collar and a front button closure. the shirt underneath is a white button-up with a collared neckline. the woman is wearing a black velvet blazer with a white shirt underneath.,1,1,0,1,1,1,1,1.0,252,44,22,2,1,2,0,1,1,1,0,4
"brown fur vest. the fur is long and fluffy, and the vest is worn by a woman. the vest is made of fur and is a light brown color.",1,5,0,0,1,1,1,0.2,128,29,16,1,1,1,0,1,1,1,0,3
"black and white zebra print button-down shirt with a collared neckline and long sleeves. the shirt has a relaxed fit and features a black and white zebra print with a subtle sheen. the collar is white and the cuffs are black. the shirt is made of a soft, lightweight material that drapes well and is suitable for both casual and dressy occasions.",1,1,0,1,1,1,1,1.0,346,63,39,2,0,1,0,1,0,1,0,4
pink and white knitted blanket.,1,1,0,1,1,1,1,1.0,31,5,5,2,0,0,0,1,0,0,0,1
black dress with silver studs on it. the dress has a v-neckline and short sleeves. the dress is made of a stretchy material and is a size medium.,1,2,0,0,1,1,1,0.5,145,29,22,2,0,1,0,1,0,1,0,3
"black top with fringe details. the top is made of a shiny material and has a round neckline. the fringe details are long and white, adding a touch of elegance to the top.",1,6,0,0,0,1,1,0.16666666666666666,170,33,23,2,0,1,0,1,0,1,0,3
red maternity dress with short sleeves and a v-neckline. the dress is made of a stretchy material and has a flowy fit.,1,1,0,1,1,1,1,1.0,118,23,19,1,0,1,0,1,0,1,0,2
"silver sequined dress with a black and white pattern. the dress has a v-neckline and a back zipper closure. the sequins are small and shiny, adding a glamorous touch to the dress.",1,3,0,0,1,1,1,0.3333333333333333,179,33,24,3,0,1,1,1,0,1,1,3
"black and white polka dot skirt. the skirt is made of a material that appears to be a stretchy fabric, possibly a blend of cotton and polyester. the skirt has a high waist and a flowy, midi-length silhouette. the polka dots are small and black, with white background. the skirt is styled with a black belt at the waist, which adds a touch of sophistication to the overall look.",1,1,0,1,1,1,1,1.0,377,70,43,2,2,2,1,1,1,1,1,5
"blue dress with a v-neck and short sleeves. the dress is made of a stretchy material and has a fitted silhouette. the color of the dress is a deep blue, and it is paired with a white shirt collar.",1,1,0,1,1,1,1,1.0,196,40,25,2,0,2,0,1,0,1,0,3
pair of black pants. the pants are made of a shiny material and have a zipper on the front. the pants are loose and have a relaxed fit.,1,10,0,0,0,1,1,0.1,135,28,18,1,0,1,0,1,0,1,0,3
"striped short sleeve dress with a collar. the stripes are in black, white, and yellow colors. the dress has a loose fit and is made of a lightweight material.",1,1,0,1,1,1,1,1.0,158,29,24,3,0,1,1,1,0,1,1,3
navy blue vest with a zipper closure. the vest is made of a soft material and has a relaxed fit. it features a black collar and a black zipper pull. the vest is worn over a white shirt and a black tank top.,1,,1,0,0,0,0,0.0,206,43,28,4,0,3,0,1,0,1,0,4
plaid sweater with a black and yellow color scheme. the sweater has a v-neck and is made of a wool blend material. it is a knit style and has a loose fit.,1,5,0,0,1,1,1,0.2,154,33,24,2,2,1,1,1,1,1,1,3
"red and white short-sleeved shirt with a unique print featuring a variety of animals such as giraffes, zebras, and elephants. the shirt has a casual style and is made of a lightweight material.",1,1,0,1,1,1,1,1.0,193,34,27,2,0,1,0,1,0,1,0,2
black dress. the dress is a long dress with a flowy skirt and a halter neckline. the dress is made of a stretchy material and has a loose fit. the dress is worn by a plus-sized woman who is standing with her back facing the camera.,1,2,0,0,1,1,1,0.5,231,47,30,1,0,2,0,1,0,1,0,4
"white lace dress with a halter neckline and a tiered skirt. the dress has a high slit on the front and a tie at the waist. the lace is sheer and the dress is made of a lightweight material, possibly chiffon or tulle. the dress is a summer style and is suitable for a beach or poolside setting.",1,2,0,0,1,1,1,0.5,293,58,36,1,2,2,2,1,1,1,1,4
beige skirt with a black leather belt. the skirt has a fringe on the bottom and is made of a stretchy material. the belt is thin and has a buckle on the side.,1,3,0,0,1,1,1,0.3333333333333333,158,33,21,2,1,2,0,1,1,1,0,3
"pair of black leatherette leggings. the leggings have a matte finish and are made of a stretchy material. they are tight-fitting and cover the entire leg, extending to the ankle. the leggings are designed to be worn as a fashionable and comfortable piece of clothing.",1,3,0,0,1,1,1,0.3333333333333333,267,46,32,1,0,0,0,1,0,0,0,4
white blazer. the blazer is made of a material that appears to be a blend of cotton and polyester. it has a classic fit and features a single button on the front. the blazer is styled in a fashion that is suitable for both formal and casual occasions.,1,1,0,1,1,1,1,1.0,251,48,34,1,2,1,0,1,1,1,0,4
red ruffled skirt.,6,1,0,1,1,1,1,1.0,18,3,3,1,0,1,1,1,0,1,1,1
"gray tank top with a high neck and a low back. the material appears to be a stretchy knit fabric, and the style is a loose fit.",1,3,0,0,1,1,1,0.3333333333333333,127,27,22,1,1,1,0,1,1,1,0,2
gray knit midi skirt. the skirt is made of a stretchy knit material and has a ribbed texture. it is a solid color and covers the entire length of the wearer's legs. the skirt is designed to be worn mid-calf length and has a slim fit.,1,3,0,0,1,1,1,0.3333333333333333,233,48,32,1,1,1,2,1,1,1,1,4
purple dress with a halter neckline and a back zipper closure. the dress is made of a stretchy material and has a fitted silhouette.,1,3,0,0,1,1,1,0.3333333333333333,132,24,19,1,0,1,0,1,0,1,0,2
grey skirt with a black belt. the skirt is made of a material that appears to be a blend of cotton and polyester. it has a flared design and is a midi length. the skirt is grey in color and has a black belt that is tied around the waist.,1,,1,0,0,0,0,0.0,237,50,30,2,2,2,0,1,1,1,0,4
"black leather jacket. the jacket has a zipper, a collar, and a pocket on the left side. the jacket is made of leather and has a sleek, modern look.",3,,1,0,0,0,0,0.0,147,29,19,1,1,1,0,1,1,1,0,3
"pink and orange jacket with a metallic finish. the jacket has a cropped design and a stand-up collar. it is made of a shiny material that gives it a metallic look. the jacket is designed to be worn over other clothing items, and it has a relaxed fit that is comfortable to wear.",1,6,0,0,0,1,1,0.16666666666666666,278,54,36,2,0,1,1,1,0,1,1,4
black mesh tank top with a mesh insert in the middle. the mesh is made of a stretchy material and has a sheer appearance. the tank top has a scoop neckline and a sleeveless design.,1,1,0,1,1,1,1,1.0,180,35,23,1,0,1,2,1,0,1,1,3
white dress with red embroidery on it. the dress has a floral design and a square neckline. the dress also has a white belt at the waist and a white collar.,1,1,0,1,1,1,1,1.0,156,31,20,2,0,2,1,1,0,1,1,3
"black and white zippered jacket with a black and white zigzag pattern. the jacket is made of a shiny material and has a long, flowing skirt. the jacket is worn by a woman with long, dark hair.",1,,1,0,0,0,0,0.0,192,37,24,2,0,2,0,1,0,1,0,3
pair of khaki pants. the pants are made of a soft material and have a straight cut. they are tapered at the ankle and have a front pleat. the pants are worn with a black belt and have a zipper closure.,1,,1,0,0,0,0,0.0,201,41,26,2,0,2,0,1,0,1,0,4
blue denim jacket with a white faux fur collar. the jacket has a button-up front and a zipper closure. the denim material is faded and has a distressed look. the jacket is worn by a mannequin and is displayed in a store.,1,1,0,1,1,1,1,1.0,220,43,28,2,2,1,0,1,1,1,0,4
woman wearing a green dress with a black leather sleeve. the dress has a v-neckline and a zipper on the front. the woman is also wearing a black leather belt around her waist.,1,1,0,1,1,1,1,1.0,175,34,23,2,1,2,0,1,1,1,0,3
"pair of black wide-leg pants. the pants have a cropped length and feature a zipper closure on the side. the fabric is a lightweight, stretchy material that drapes well and flatters the figure. the pants are styled in a modern, trendy fashion and are suitable for a variety of occasions.",1,,1,0,0,0,0,0.0,286,51,37,1,0,1,0,1,0,1,0,4
pair of gray pants. the pants are made of a soft material and have a drawstring waist. they are a relaxed fit and have a straight leg. the pants are also cuffed at the ankle.,1,,1,0,0,0,0,0.0,174,35,23,1,0,1,0,1,0,1,0,4
white sleeveless top with a scoop neckline and a slit in the front. the top is made of a stretchy material and has a flowy fit.,1,2,0,0,1,1,1,0.5,127,26,20,1,0,1,0,1,0,1,0,2
dress made of a white and pink fabric. the dress has a ruffled design and is adorned with fringe at the bottom.,1,1,0,1,1,1,1,1.0,111,22,18,2,0,1,1,1,0,1,1,2
pair of black and white striped pants. the pants have a wide black stripe and a wide white stripe. the pants are loose and have a wide leg. the pants are made of a soft material and have a drawstring waist.,1,,1,0,0,0,0,0.0,206,41,20,2,0,1,2,1,0,1,1,4
beige dress with a boat neckline and long sleeves. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is paired with a pair of black pumps.,1,7,0,0,0,1,1,0.14285714285714285,184,36,24,2,0,2,0,1,0,1,0,3
"dress with a floral print. the dress has a v-neckline and a flowy skirt. the colors are blue, red, and yellow. the dress is made of a lightweight material, possibly cotton or linen. the dress is styled in a bohemian fashion, with a loose fit and a flowy skirt.",1,,1,0,0,0,0,0.0,260,50,32,3,2,2,1,1,1,1,1,5
"floral print midi skirt. the skirt is made of a stretchy material and has a floral print with a mix of pink, orange, and yellow flowers. the skirt is a midi length, which means it falls just above the knee. the skirt is paired with a white crop top that has a similar floral print. the woman wearing the outfit is standing and smiling.",1,,1,0,0,0,0,0.0,335,64,38,4,0,2,1,1,0,1,1,5
"black dress with a tie at the waist. the dress is made of a stretchy material and has a flowy, loose fit. the dress is sleeveless and has a deep v-neckline. the tie at the waist is made of a thicker material and is tied in a bow. the dress is a midi length and has a slit on the side.",1,,1,0,0,0,0,0.0,284,62,31,1,0,1,0,1,0,1,0,5
"red and white blouse with a ruffled collar and a floral pattern. the blouse has a high neckline and short sleeves. the fabric is a mix of cotton and polyester, and the style is a mix of bohemian and feminine. the blouse is a size medium and is being modeled by a woman.",1,1,0,1,1,1,1,1.0,269,53,31,2,2,1,2,1,1,1,1,4
"brown shirt with a high round neckline and long sleeves. the shirt has a loose fit and is made of a soft, smooth fabric. the color of the shirt is a deep brown, almost maroon, and it has a subtle sheen to it. the collar of the shirt is folded over and the sleeves have a slight ruffle at the cuff. the shirt is styled with a front button placket and a rounded hemline.",1,1,0,1,1,1,1,1.0,368,74,42,2,0,1,0,1,0,1,0,5
white t-shirt with a red and black logo on the front. the shirt has a round neckline and short sleeves.,1,,1,0,0,0,0,0.0,103,21,17,3,0,1,0,1,0,1,0,2
"red and blue plaid shirt with long sleeves and a high-low hem. the shirt has a loose fit and a button-up front with a single button. the fabric is a mix of cotton and polyester, and the style is casual.",1,7,0,0,0,1,1,0.14285714285714285,202,42,28,2,2,1,1,1,1,1,1,3
pair of black leggings. the leggings are made of a soft material and have a fashionable style.,1,,1,0,0,0,0,0.0,94,17,14,1,0,0,0,1,0,0,0,2
black and white pencil skirt with a zigzag pattern. the skirt is made of a stretchy material and has a high waist. the pattern consists of black and white zigzag lines that create a modern and stylish look.,1,2,0,0,1,1,1,0.5,206,38,25,2,0,1,0,1,0,1,0,3
"grey and white striped t-shirt with a v-neckline and short sleeves. the shirt has a loose fit and is made of a soft, lightweight material.",1,3,0,0,1,1,1,0.3333333333333333,138,27,22,2,0,1,1,1,0,1,1,2
"brown leopard print skirt. the skirt is made of a stretchy material and has a flowy, comfortable fit. it is a midi-length skirt that falls just above the knee. the leopard print is a mix of brown and black, with a subtle sheen to it. the skirt is a perfect addition to any wardrobe and can be dressed up or down depending on the occasion.",1,2,0,0,1,1,1,0.5,338,66,43,2,0,1,0,1,0,1,0,5
denim dress. the dress is blue in color and has a zipper on the front. the dress is worn by a woman who is also wearing a black apron.,1,1,0,1,1,1,1,1.0,134,29,21,2,1,1,0,1,1,1,0,3
black and purple skirt. the skirt is made of a stretchy material and has a solid black bottom with a purple stripe on the side. the skirt is worn by a woman who is wearing a black bikini top.,1,1,0,1,1,1,1,1.0,191,39,25,2,0,3,2,1,0,1,1,3
black coat with a wide collar and long sleeves. the coat is made of a shiny material and has a belted waist.,1,,1,0,0,0,0,0.0,108,22,18,1,0,1,0,1,0,1,0,2
black lace top. the lace is crocheted and has a floral pattern. the top is a tank style and has a rounded neckline. the sleeveless top is a fitted style and has a high waistline.,1,1,0,1,1,1,1,1.0,178,35,19,1,1,1,2,1,1,1,1,4
black lace skirt. the skirt is made of a stretchy material and has a lace design. it is a midi length skirt that falls just above the knee. the skirt is a solid black color and has a high waistline.,1,,1,0,0,0,0,0.0,198,40,25,1,1,1,2,1,1,1,1,4
"leopard print dress. the dress is a midi style with a v-neckline and a flowy skirt. the dress is made of a lightweight material and has a loose fit. the leopard print is a mix of black, white, and brown colors.",1,1,0,1,1,1,1,1.0,210,42,26,3,0,2,0,1,0,1,0,4
white silk kimono with a black and gold trim. the kimono has a loose fit and features a black and gold trim.,1,1,0,1,1,1,1,1.0,108,22,14,3,1,0,0,1,1,0,0,2
beige lace dress. the dress has a v-neckline and short sleeves. the lace is intricate and covers the entire dress. the dress is a size 10 and is worn by a mannequin.,1,2,0,0,1,1,1,0.5,165,32,19,1,1,1,1,1,1,1,1,4
white floral print skirt. the skirt is made of a stretchy material and has a high waist. the floral print consists of white roses on a black background.,1,1,0,1,1,1,1,1.0,152,28,20,2,0,1,1,1,0,1,1,3
fur vest. the vest is made of rabbit fur and has a brown and white color scheme. the fur is long and appears to be very soft and fluffy. the vest is designed to be worn over a shirt and has a collar and a zipper closure. the fur is arranged in a way that creates a striped pattern. the vest is a fashionable accessory that can be worn with a variety of outfits.,1,1,0,1,1,1,1,1.0,361,74,41,2,1,2,1,1,1,1,1,6
black leather belt with a gold buckle. the belt is worn around the waist and is a part of a black leather jacket. the jacket has a double breasted design and is worn by a woman.,1,1,0,1,1,1,1,1.0,177,36,22,2,1,2,0,1,1,1,0,3
a beige skirt with five black buttons and a zipper closure.,1,2,0,0,1,1,1,0.5,59,11,10,2,0,1,0,1,0,1,0,1
blue denim skirt. the skirt is light blue in color and has a high waist. it is a midi length skirt with a zipper closure on the front. the skirt is made of denim material and has a distressed look.,1,,1,0,0,0,0,0.0,197,40,26,1,1,1,0,1,1,1,0,4
"black kimono with a ruffled hem. it is made of a flowy material and has a loose fit. the kimono is draped over the wearer's body, covering their torso and upper legs.",1,1,0,1,1,1,1,1.0,166,33,27,1,0,0,1,1,0,0,1,3
"brown and white printed top with a round neckline and three-quarter length sleeves. the print consists of a mix of brown, white, and black dots scattered across the top. the top is made of a blend of materials, including a mix of polyester and spandex. the fashion style of the top is casual and comfortable, making it suitable for everyday wear.",1,1,0,1,1,1,1,1.0,346,62,39,3,2,1,1,1,1,1,1,4
black dress with a sheer back. the dress has a mermaid style and features a silver beaded design on the bodice. the dress is floor-length and has a zipper closure on the back.,1,2,0,0,1,1,1,0.5,175,34,22,2,0,1,1,1,0,1,1,3
"white ruffled top with a tiered design. the top is made of a lightweight material, possibly cotton or linen, and has a loose fit. the ruffles are white and appear to be made of the same material as the top. the top has a high neckline and long sleeves with a cuffed hem. the ruffles are gathered at the neckline and sleeves, adding to the tiered design of the top.",1,,1,0,0,0,0,0.0,364,70,37,1,2,1,1,1,1,1,1,5
"black and white top. the top is made of a black and white material, and it has a black and white color scheme. the top is a crop top and has a sleeveless design. the top is also a tank top and has a scoop neckline. the top is a two-tone top and has a black and white color scheme.",1,1,0,1,1,1,1,1.0,280,61,23,2,0,1,0,1,0,1,0,5
pair of jeans. the jeans are brown in color and have a distressed look. they are made of denim material and have a relaxed fit.,1,2,0,0,1,1,1,0.5,127,25,19,1,1,1,0,1,1,1,0,3
"blue cardigan with long sleeves. it is made of a lightweight material, possibly cotton or rayon, and has a loose fit. the cardigan features a front button closure and a v-neckline.",1,1,0,1,1,1,1,1.0,180,32,27,1,2,1,0,1,1,1,0,3
blue and white floral print skater skirt. the skirt has a high waist and a pleated design. the blue flowers are scattered across the white background.,1,1,0,1,1,1,1,1.0,150,26,19,2,0,1,1,1,0,1,1,3
