qi,query,rank_a,rank_b,rank_f
829,black tank top with a white print on it.,74,74,59
830,pair of leggings. the leggings are black and have a colorful pattern on them. they are made of a stretchy material and have a high waistband. the leggings are designed to be worn with a sports bra and sports top.,14,13,11
831,pink dress with a lace overlay on the bodice and a satin sash at the waist. the dress has a v-neckline and a back zipper closure.,6,10,5
832,red dress with a square neckline and short sleeves. the dress is made of a stretchy material and has a fit and flare silhouette. the dress is accentuated with a ruffle detail at the bottom and has a small slit on the side.,3,31,5
833,green blazer with gold buttons. the blazer has a fitted silhouette and is made of a shiny material. the jacket is worn over a white shirt and paired with a pair of dark jeans.,10,2,3
834,blue rain jacket with a hood. the jacket is made of a shiny material and has a gold zipper. the jacket also features a gold zipper pull and a gold button on the front. the jacket has a long sleeve and a long hood. the hood is folded up and has a gold zipper on the front. the jacket is a light blue color and has a gold zipper pull on the front.,5,10,8
835,"white dress with a yellow belt. the dress has a white and black pattern with a yellow belt that has a bow on it. the dress is a sleeveless, v-neck style with a fitted bodice and a flared skirt.",7,4,3
836,black and white striped dress. the dress has a black and white color scheme and is made of a stretchy material. the dress is a bodycon style and has a plunging neckline.,79,50,47
837,brown fringe scarf.,4,7,4
838,green short sleeve shirt with a ruffled hemline.,81,93,71
839,"red and blue dress with a floral print. the dress has a halter neckline and a flowy skirt. the colors are predominantly red and blue, with some white and black accents. the dress is made of a lightweight material, possibly cotton or rayon, and has a bohemian style.",15,20,14
840,"blue t-shirt with a round neckline. the t-shirt is made of a soft, stretchy material and has a relaxed fit. the color of the t-shirt is a bright, vibrant blue that is sure to stand out.",18,9,9
841,denim shirt. the shirt is light blue in color and has a collar. the shirt is made of denim material and has a button-down style. the shirt is worn by a woman who is wearing a white undershirt underneath.,101,17,101
842,pair of white denim wide leg pants. the pants have a high rise and are cropped at the ankle. they are made of a lightweight denim material and have a relaxed fit.,6,1,1
843,purple dress with a ruffled skirt. the dress has a v-neckline and a long sleeve. the dress is made of a shiny material and has a train at the back.,101,101,101
844,"gray, high-waisted, midi-length skirt made of a stretchy material.",81,61,53
845,blue prom dress. the dress is made of a shiny material and has a fitted bodice with a full skirt. the dress is a two-piece style with a high waist and a flowing skirt.,78,101,84
846,black asymmetrical skirt. the skirt is made of a stretchy material and has a draped design. it is short in length and has a high slit on one side. the skirt is worn with a black tank top and black heeled boots.,87,4,10
847,"maroon colored jacket with white and black letters on it. the jacket has a zip up closure and a front pocket. the jacket is made of a shiny material and has a loose fit. the jacket has a lettering on it that says ""world traveler"" in white letters.",1,3,1
848,"red top with a v-neck and long sleeves. the top is made of a soft, textured fabric with a subtle sheen. it features a silver button at the neckline and a small silver button at the cuff of each sleeve. the top is styled with a relaxed fit and has a rounded hemline.",84,26,29
849,"a long, light pink tulle skirt with a sheer mesh overlay and a scalloped edge.",35,7,12
850,"beige pair of wide-leg trousers with a cropped length. the trousers have a zipper closure and are made of a soft, flowy material. the trousers are styled with a high waist and a wide leg, giving them a relaxed and comfortable fit.",101,101,101
851,"beige dress with a belt around the waist. the dress has a short sleeve and a v-neckline. the dress is made of a material that appears to be a lightweight fabric, possibly chiffon or silk. the dress is styled in a fashionable manner, with a belt around the waist and a v-neckline. the dress is suitable for a variety of occasions, such as a formal event or a casual gathering.",101,36,62
852,"yellow crochet top with fringe. the top is made of a stretchy material and has a loose fit. the crochet pattern is a mix of yellow and white, and the fringe is a mix of yellow and orange. the top is worn by a woman with long hair.",2,1,1
853,pair of blue jeans. the jeans are made of denim material and have a straight cut. the jeans are worn by a woman and are in a dark blue color.,26,79,35
854,"black leather jacket with a white zipper, a collar, and a pocket on the left side. the jacket has a faux fur on the inside and a silver zipper pull.",101,101,101
855,pair of black leggings with pink and white accents. the leggings have a mesh panel on the back and a pink stripe on the side.,34,24,24
856,pair of dark blue denim pants. the pants have a straight cut and are made of denim material. the pants are worn by a woman who is standing and has her hands in her pockets.,101,45,101
857,red lace dress with a mesh overlay. the dress has a high neckline and a fitted bodice with a wide skirt. the lace is crocheted and has a floral pattern. the mesh overlay is made of a shiny material and has a circular cutout design. the dress is styled with a midi length and a zipper closure at the back.,101,101,101
858,purple and black blouse with a pattern of squares and circles. the blouse has a purple collar and a purple button on the cuff. the sleeves are long and have a purple and black pattern. the shirt is made of a polyester blend and has a loose fit.,1,2,1
859,black leather vest with a blue leather sleeve. the vest has a silver zipper and a silver buckle. the vest is worn by a woman with a white shirt underneath.,5,21,10
860,black dress with a long sleeve and a fitted silhouette. the dress is made of a stretchy material and has a v-neckline. the dress is a simple yet elegant choice for a night out or a special occasion.,101,101,101
861,"pair of black pants. the pants are made of a material that appears to be a stretchy fabric, and they have a straight cut. the pants are worn by a woman who is standing with her hands on her hips.",101,101,101
862,dress. the dress is black and white and has a flowy design. it is a midi dress with a ruffled skirt and a tie at the neckline. the dress is made of a chiffon material and has a sleeveless design.,12,47,12
863,purple dress with a v-neckline and a fitted bodice. the dress has a ruched detail on the sides and a zipper closure at the back. the dress is made of a stretchy material and is suitable for a plus-size woman.,5,101,19
864,white t-shirt with a pattern of black dots on it.,101,101,101
865,black and beige blouse with a sheer black mesh overlay. the blouse has a black lace collar and long sleeves with black lace cuffs. the mesh overlay has a black lace design and is sheer with a beige color underneath. the blouse is a fashionable style with a combination of textures and colors.,2,1,1
866,gray and black faux fur vest. the vest is made of a material that resembles fur and has a gray and black color scheme. it is a sleeveless vest with a high collar and a belted waist. the vest is designed to be worn over a shirt or blouse and is a fashionable accessory for colder weather.,6,12,6
867,pair of pants. the pants are blue in color and have a satin-like material. they are fitted at the waist and have a wide leg. the pants are held up by a black belt.,31,31,21
868,gray pencil skirt with a black elastic waistband. the skirt is made of a stretchy material and has a straight cut. the skirt is knee-length and has a slit on the side.,17,7,8
869,"black crop top with a strapless design. it has a low neckline and features a thin strap that goes around the back of the neck. the material appears to be a stretchy fabric, possibly made of nylon or spandex. the crop top is a fashionable piece of clothing that can be worn with high-waisted bottoms or as a layering piece.",7,38,5
870,black trench coat with a navy blue collar. the coat has a belt at the waist and a button on the front. it is a short trench coat with a double breasted front.,1,1,1
871,pair of black leggings. the leggings are made of a stretchy material and have a thick waistband. they are a basic style and are suitable for a variety of activities.,101,101,101
872,blue dress with a pleated skirt. the dress has a collar and long sleeves. the dress is made of a lightweight material and has a fitted silhouette.,29,8,9
873,green shirt with a round neckline and short sleeves. the shirt is made of a soft material and has a loose fit. the back of the shirt features a small slit and a small pocket.,12,14,12
874,"black down jacket with a hood. the jacket has a zipper and a front pocket. the jacket is made of a soft material and has a warm, comfortable feel. the jacket is styled in a fashionable manner and is suitable for cold weather.",101,101,101
875,black skirt with a white label on it. the skirt has a high waist and a flared bottom. it is made of a stretchy material and has a knit texture. the skirt is a midi length and is designed to be worn with a fitted top.,37,26,22
876,sequined dress with a metallic finish. the dress has a one-shouldered design and a high neckline. the sequins are in various sizes and are arranged in a pattern that covers the entire dress. the metallic finish gives the dress a shiny appearance. the dress is worn by a mannequin and is displayed on a white background.,101,101,101
877,"denim skirt. the skirt is made of a light blue denim material and has a high waist. it features a black belt at the waist and a front zipper closure. the skirt is a midi length and has a flowy, loose fit.",101,101,101
878,"black and blue sequined dress. the dress has a v-neckline and a sleeveless design. the sequins are in various shades of blue and black, and the dress has a fitted silhouette.",1,4,1
879,"blue and pink floral print top with long sleeves and a round neckline. the fabric is a lightweight, flowy material, and the style is a bohemian, casual look.",89,35,46
880,"shiny metallic silver mini skirt. the skirt is made of a shiny material and has a high waistline. it is a sleeveless, body-hugging style that is perfect for a night out.",5,9,6
881,black vest with fringe on the bottom. the vest has a red and white color combination and is made of a soft material. it is a fashionable piece of clothing that can be worn with a variety of outfits.,9,3,5
882,white lace dress with a sheer top and a full skirt. the dress has a high slit on the left side and a small bow on the right side. the lace is intricate and the dress has a vintage feel.,1,2,1
883,white silk robe. the robe has long sleeves and a tie at the waist. the fabric is soft and smooth to the touch. the robe is a classic style that is perfect for lounging or sleeping.,1,1,1
884,"black leather skirt with silver zippers. the skirt has a high waist and a wide belt buckle. the leather is shiny and smooth, and the skirt has a fitted silhouette.",39,78,43
885,white blouse with a striped pattern. the blouse has a round neckline and short sleeves. the stripes are thin and appear to be made of a different material than the rest of the blouse. the blouse is worn by a mannequin and is displayed on a white background.,2,13,4
886,"black sweater with a distressed neckline and long sleeves. the sweater has a loose fit and is made of a shiny material. there are multiple rips and tears in the fabric, giving it a distressed look.",4,3,2
887,black tank top with a rhinestone design on the front.,101,63,92
888,white dress. the dress is made of a sheer material and has a v-neckline. it is a sleeveless dress with a flowy design.,101,101,101
889,"black dress with short sleeves and a boat neckline. the dress has a fitted bodice and a flared skirt. the material appears to be a stretchy knit, and the dress is styled in a classic, elegant fashion.",101,101,101
890,sequined skirt. the skirt is made of shiny material and has a rainbow of colors. it is a mini skirt and is worn by a woman.,1,2,1
891,"white blouse with a tie at the waist. the blouse has a loose fit and is made of a lightweight material. the sleeves are long and the neckline is high. the tie at the waist is made of a contrasting color, adding a pop of color to the outfit.",6,69,6
892,red and white skirt with a floral print. the skirt has a red background with white flowers and green leaves. the skirt is made of a material that appears to be a blend of cotton and polyester. the skirt is a midi length and has a flattering fit. the skirt is styled in a fashionable manner and is suitable for a variety of occasions.,101,101,101
893,"colorful, multicolored, crocheted top. the top is made of a mesh material and has a unique, abstract design. the colors used in the top are primarily white, black, and yellow. the crocheted top is worn by a woman who is standing in front of a plain, white background.",1,4,1
894,short orange dress with a scoop neckline and a fitted bodice. the dress is made of a stretchy material and has a simple design.,9,21,13
895,pair of black jeans. the jeans are made of denim material and have a straight fit. they are worn by a woman who is standing and appears to be wearing a black shirt.,81,101,101
896,"denim jacket with a distressed look. the jacket is light blue in color and has a shabby chic style. it features a collar, a front button, and a front pocket. the jacket is made of denim material and has a relaxed fit.",67,46,40
897,pair of jeans. the jeans are light blue in color and have a distressed look with rips and holes. the jeans are also ripped at the knees.,101,101,101
898,green vest with a brown collar. the vest has a pocket on the left side and a button on the right side. the vest is made of a soft material and has a relaxed fit.,4,3,3
899,woman wearing a white lace dress with a mermaid style. the dress has a low back and a train. the woman is also wearing a silver necklace and a bracelet.,38,49,32
900,white lace dress. the dress has a floral pattern and is made of a sheer material. the dress is sleeveless and has a v-neckline. the lace is crocheted and has a delicate appearance.,101,101,101
901,"purple silk blouse with a v-neckline and long sleeves. the blouse has a relaxed fit and is made of a soft, flowing material. the purple color is a deep shade that is perfect for fall. the blouse is styled with a front pocket and a button closure at the neckline.",1,3,1
902,"black skirt with a short skirt on top and a longer skirt on the bottom. the skirt is made of a material that is not specified, but it appears to be a solid color. the skirt has a flowy design and is suitable for athletic activities.",101,101,101
903,brown and white checkered skirt.,12,27,17
904,"black and white dress with a plaid pattern. the dress has a collar, short sleeves, and a skirt with a ruffled hem. the dress is worn by a girl with long brown hair.",8,64,15
905,"camouflage jacket with a zipper. the jacket has a black color and features a gray camouflage pattern. it is made of a soft material, possibly cotton or polyester, and has a loose fit. the jacket is styled in a fashionable way, with a zipper on the front and a pocket on the left side.",3,2,3
906,black lace blouse with a black collar and a silver chain. the blouse has a black bow on the front and a silver button on the collar. the lace is delicate and the blouse has a fashionable style.,2,4,3
907,pair of jeans. the jeans are dark blue in color and have a high waist. they are made of denim material and have a skinny fit. the jeans are being modeled by a woman who is wearing a black shirt.,101,101,91
908,"blue dress with a high neck and a bow at the neckline. the dress has a loose fit and is made of a lightweight material. the dress is styled with a cowl neckline and a short, loose sleeve. the dress is worn by a woman who is standing and looking down.",12,5,5
909,"black and white lace blouse with a floral pattern. the blouse has a high neckline, long sleeves, and a lace-up back. the lace is intricate and has a black and white color scheme. the floral pattern consists of red cherries and leaves. the blouse is styled with a ruffled collar and cuffs.",1,16,1
910,green and black bomber jacket with a black zipper. the jacket has a black collar and a black zipper pull. the jacket is made of a shiny fabric with a camouflage pattern.,54,67,54
911,"green and yellow jacket with a fur collar. the jacket has a buttoned front, two large pockets on the chest, and a silver button on the collar. the jacket is worn by a mannequin and is displayed in a store window.",2,13,5
912,"pair of black wide leg pants. the pants have a zipper on the side and are made of a shiny material. the pants are loose and flowy, giving them a relaxed and comfortable fit.",4,39,7
913,"red knit tunic top with a cowl neckline. the tunic is made of a soft, stretchy knit material and has a loose fit. it is a one-piece garment that covers the entire body, with long sleeves and a high-low hemline. the cowl neckline is a unique feature that adds a touch of style to the otherwise simple design.",101,101,101
914,"white long sleeve top with a twist front design. the material appears to be a stretchy knit, and the top has a loose fit. the twist front design creates a unique and stylish look.",101,101,101
915,purple dress with a plunging neckline and a cut-out detail on the side. the dress is made of a shiny material and has a fitted silhouette.,48,29,27
916,"pink t-shirt with a v-neck and short sleeves. the t-shirt is made of a soft, stretchy fabric and features a light pink color. the t-shirt has a loose fit and is designed for comfort and ease of movement.",101,101,101
917,pair of blue and white pants with a floral print. the pants have a loose fit and are made of a lightweight material. the pants are cuffed at the ankles and have a drawstring waist for adjustable fit.,53,14,25
918,black and white polka dot dress. the dress has a black and white pattern with small black dots on a white background. the dress also has a black belt at the waist and a black and white skirt. the dress is short and has a flirty style.,101,101,101
919,black and pink dress with a black and white striped skirt. the dress has a black and white color scheme with a pink accent. the dress is a knit material and has a fitted bodice with a flared skirt.,1,1,1
920,"black shirt with long sleeves and a button-down collar. the shirt has a front pocket and a zipper closure. the fabric is made of a lightweight material, possibly a blend of cotton and polyester. the shirt is styled in a casual fashion, suitable for everyday wear.",101,101,101
921,white tank top with a black strap across the chest. the tank top has a v-neck and is worn by a woman who is looking down.,12,78,25
922,"green jacket with a gold zipper. the jacket is made of a material that is not specified, but it appears to be a type of synthetic material. the jacket has a collar and a hood, and it is a short-sleeved design. the jacket is a part of the moncler brand, which is known for its high-end outdoor clothing.",101,101,101
923,"yellow sleeveless blouse with a bow at the neckline. the blouse has a round neckline and is made of a shiny material. the bow is a darker shade of yellow and is made of a different material. the blouse is styled in a fashionable manner, making it a great choice for a casual or semi-formal occasion.",3,1,1
924,"black dress with lace details. the dress has a short sleeve and a fitted bodice, which is accentuated by the lace details. the dress is also adorned with a black belt at the waist, which adds to the overall elegance of the dress.",101,67,101
925,black off-the-shoulder top with a wide neckline and long sleeves. the top is made of a stretchy material and has a loose fit.,101,101,101
926,beige cape with a black shawl collar. the cape is made of a shimmery fabric and has a gold metal clasp at the neck. the shawl collar is made of a black fabric and has a fringe at the bottom. the cape is draped over the shoulders of a woman who is wearing a black dress.,41,4,12
927,"blue lace dress with a matching shawl. the dress has a v-neckline and a flowing skirt with a lace overlay. the shawl is draped over the shoulders and has a silver clasp at the neck. the dress and shawl are both made of a shiny blue fabric, and the dress has a fitted bodice and a flowing skirt.",101,101,101
928,"blue leather jacket with a collar, zippers, and a silver-tone button. the jacket has a faux suede collar and a silver-tone button on the front.",58,38,37
929,"black floral print dress with a wrap style. the dress has a round neckline and long sleeves. the floral print consists of small flowers in shades of pink, purple, and green. the dress is made of a lightweight material, possibly chiffon or silk. the dress is styled with a wrap style that ties at the waist, creating a flowy and comfortable fit.",45,101,71
930,white shirt with a high collar and a ruffled front. the shirt is made of a lightweight material and has a fitted silhouette. the collar is high and the ruffles are gathered at the front of the shirt.,101,101,101
931,red and black striped dress. the dress is made of a stretchy material and has long sleeves. the dress is a mini dress and is worn by a woman.,62,36,43
932,"blue jean jacket with a distressed design and a cropped fit. the jacket has a front button closure, two front pockets, and a collar. the sleeves are long and have a cuffed design. the jacket is made of denim material and has a light blue color.",101,101,101
933,white lace blouse with a ruffled collar and a floral pattern. the blouse has a high neckline and long sleeves. the lace is delicate and the fabric is lightweight. the blouse is styled with a feminine and romantic vibe.,20,10,13
934,brown belt made of leather. the belt has a gold buckle and is worn around the waist.,5,101,36
935,white lace dress. the dress has a plunging neckline and a fitted bodice. the lace is intricate and covers the entire dress.,35,101,77
936,white and black tank top with a v-neck and a black and white print. the tank top has a loose fit and is made of a lightweight material.,101,62,101
937,"beige ruched skirt. the skirt is made of a stretchy material and has a flowy, casual style.",2,2,1
938,"black blazer. the blazer is made of a material that is not specified, but it appears to be a solid color. the blazer has a classic fit and features a lapel collar, two front pockets, and a buttoned cuff. the blazer is styled in a fashionable manner, suitable for both professional and casual occasions.",101,4,79
939,plaid shirt with a high collar and long sleeves. the shirt is made of denim material and has a blue and black plaid pattern. the shirt is worn by a mannequin and is displayed in a store window.,1,14,2
940,pair of black pants. the pants have a straight cut and are made of denim material. they are worn by a woman who is standing and has her hands in her pockets.,53,55,32
941,purple tank top with a v-neck and a ruffled trim on the neckline. the tank top is made of a stretchy material and has a rounded hemline.,28,37,28
942,"white mesh shirt. the mesh is made of a sheer material, and the shirt has a loose fit. the mesh is also see-through, revealing the wearer's skin underneath.",5,3,3
943,"black tulle skirt with a black elastic waistband. the tulle is a net-like material that is often used in dance costumes and tutus. the skirt is long and flowing, and it is worn with a black top. the outfit is suitable for a formal event or a dance performance.",44,101,85
944,grey pencil skirt with a small slit on the front. the skirt is made of a wool blend material and has a classic pencil style.,101,101,101
945,white long sleeve dress with a zipper in the front. the dress is made of a stretchy material and has a deep v-neckline. the dress is form-fitting and has long sleeves.,2,2,1
946,"white lace blouse with black lace on the sleeves. the blouse has a black button on the collar and a black button on the cuff. the lace on the blouse is made of a sheer material, and the fabric is a cotton/polyester blend. the blouse has a fashionable style with a modern twist.",2,4,2
947,fur vest. the fur vest is made of rabbit fur and is brown and white in color. it has a fashionable style and is worn as a vest.,46,40,41
948,"long, light gray sweatshirt dress with a crew neckline and long sleeves. the dress is made of a soft, knit material and has a loose fit. it is a basic, casual dress that can be dressed up or down.",4,17,8
949,"black and beige dress with a floral pattern. the dress has a black lace overlay and a black beaded belt. the dress is a strapless style with a high neckline and a flowing skirt. the dress is worn by a woman with long, dark hair.",101,52,101
950,"black leather jacket. the jacket has a zipper closure, silver-tone hardware, and a belted waist. it also features a silver-tone buckle and a silver-tone zipper pull. the jacket has a relaxed fit and is made of high-quality leather.",55,101,55
951,"red dress with a high slit. the dress has a mermaid style and features a ruffled off-the-shoulder neckline. the dress also has a high slit on the front and back, and a thigh-high split. the dress is made of a shiny material, possibly satin, and has a fit and flare silhouette.",81,13,36
952,black lace dress with a silver metallic threaded design. the dress has a fitted bodice and a flowing skirt. the neckline is a deep v-neckline and the dress has a short sleeve. the dress is a size medium and is made of a stretchy material.,101,101,101
953,green heart with a white face and white eyes. the heart is wearing a white shirt with a green heart on it.,1,1,1
954,pair of white linen pants. the pants have a drawstring waist and are cropped at the ankle. they are light in color and have a relaxed fit.,3,4,2
955,"brown and white fur vest. the vest is made of fur and has a brown leather trim. it is a long vest that covers the torso and has a high collar. the fur is soft and shaggy, and the leather trim adds a touch of elegance to the overall look. the vest is worn by a woman who is standing in front of a white background.",101,101,101
956,"red dress. the dress is made of a material that appears to be a type of fabric. the dress has a v-neckline and a sleeveless design. the dress is a wrap style, which means it can be tied around the waist to create a more fitted look. the dress is also a midi-length, which means it falls just above the knee.",19,17,13
957,"red and black dress with a lace overlay. the dress has a high neckline, long sleeves, and a tiered skirt. the lace overlay is made of a sheer material with a pattern of red and black flowers. the dress is styled in a vintage fashion, and the material appears to be a mix of cotton and polyester.",7,27,7
958,"red blouse with a keyhole cut out in the front. the blouse has short sleeves and a rounded neckline. the material appears to be a soft, lightweight fabric, possibly cotton or rayon. the blouse is styled in a contemporary fashion, with a rounded hemline and a loose fit.",1,1,1
959,pair of black leggings with mesh panels. the leggings have a stretchy fit and are made of a shiny material. the mesh panels are located on the sides of the leggings and are held together by a thin black band. the leggings are worn by a woman who is standing and appears to be wearing a black sports bra and a black sports top.,23,3,4
960,"purple lace dress with a deep v-neckline and short sleeves. the dress has a flowy and bohemian style, with a lace pattern that covers the entire dress. the lace is purple in color, and the dress has a fitted bodice that flares out into a full skirt. the dress is paired with a burgundy shrug that has a similar lace pattern and is worn over the shoulders.",8,59,21
961,black dress with a lace-up front. the dress has a fitted bodice and a full skirt. the dress is made of a stretchy material and has a zipper closure on the front. the dress is styled in a retro fashion and is suitable for a special occasion.,101,101,101
962,"colorful, abstract print, wrap style skirt. the skirt is made of a lightweight material and has a flowy, loose fit. the print consists of various colors and abstract shapes, including a mix of blue, green, pink, and white. the skirt is designed to be worn as a wrap, with the fabric draped around the waist and secured with a tie.",101,101,101
963,"black bomber jacket with a floral design. the jacket is made of a shiny material and features a zipper closure. the floral design consists of various colors and patterns, including pink, purple, and white flowers. the jacket also has a black leather collar and a black leather sleeve cuff.",26,11,15
964,black and red floral print dress with a loose fit and short sleeves. the dress has a black and red floral print with a black belt at the waist. the dress is a loose fit and has short sleeves.,101,71,91
965,"green skirt. the skirt is made of a material that appears to be a cotton blend. the skirt has a high waist and a wide, flowing bottom. the green color is a deep forest green and the skirt is a midi length.",12,12,9
966,"white short sleeve top with a patriotic design. the top features a blend of red, white, and blue colors with stars and stripes. the design is casual and perfect for a relaxed day out.",88,14,45
967,"black leather jacket. the jacket has a shiny finish and features silver-tone hardware. it has a collar, a front zipper, and two front pockets. the jacket is worn by a mannequin and is styled with a white shirt underneath.",101,101,101
968,"pair of black leather pants with silver studs. the pants have a high waist and are fitted at the waist and hips, tapering down to the knees. the pants have a faux leather look and feel, and they are decorated with silver studs all over. the pants are worn by a woman who is standing and posing for the camera.",28,26,20
969,"leopard print legging with black mesh panels. the leggings are made of a stretchy material and have a high waistband. the leopard print is a mix of black, white, and brown, and the black mesh panels are scattered throughout the leggings. the leggings are fashioned in a legging style and are suitable for a variety of workouts.",3,3,3
970,"striped long sleeve top with a crew neckline. the stripes are black and white, and the top is made of a soft, lightweight material. the fashion style is casual and comfortable.",94,101,101
971,black and white dress with a tie dye pattern. the dress is made of a flowy material and has a loose fit. the dress is short and has short sleeves.,6,1,6
972,"long sleeve, wrap style, deep plum colored top with a v-neckline and a tie detail at the front. the fabric is a soft, flowy material, and the top is designed to be worn loose and flowing.",17,22,16
973,pink blouse with a rounded collar and long sleeves. the blouse has a ruffled detail on the neckline and is made of a lightweight material. the blouse is styled in a feminine fashion and is suitable for both casual and formal occasions.,6,1,2
974,"black polka dot blouse with a crochet lace overlay. the blouse has a high neckline and three-quarter length sleeves. the polka dots are small and black, and the lace overlay is sheer and has a crochet texture. the blouse is worn with a black pencil skirt and black pants.",11,8,8
975,"blue t-shirt with a summer-themed design featuring a beach scene, a lighthouse, a surfboard, a starfish, and a seashell.",1,1,1
976,blue dress with a zipper on the front. the dress has three-quarter length sleeves and a rounded neckline. the dress is made of a shiny material and has a fitted silhouette.,10,69,27
977,"beige long sleeve top with a lace back. the top has a crew neckline and is made of a soft, lightweight material. the lace on the back is sheer and has a delicate, feminine look. the top is styled with a relaxed fit and is perfect for casual wear.",5,19,6
978,"floral print skirt. the skirt is made of a flowing material and has a floral print with a mix of colors including green, brown, pink, and purple. the skirt is knee-length and has a flowing design that is perfect for a summer outfit.",13,84,13
979,"pair of dark brown pants. the pants are made of a thick, heavy material and have a straight cut. they are not tight and have a relaxed fit. the pants are not skinny, but they are not baggy either. they are more of a straight leg style. the pants have a zipper and a button closure.",64,49,47
980,dress with a lace bodice and a satin skirt. the dress is in a two-tone color scheme with a white lace bodice and a maroon satin skirt. the dress has a sweetheart neckline and a zipper back closure. the dress is a formal style and is suitable for special occasions.,1,42,2
981,black lace dress with a polka dot pattern. the dress has a flowy skirt and a deep v-neckline. the lace is sheer and the dress is made of a lightweight material. the polka dots are small and scattered throughout the dress. the dress is styled with a black belt at the waist and a black clutch purse.,101,101,101
982,"floral print sleeveless top with a high waist and a straight hemline. the colors are primarily beige, pink, and purple, and the fabric is a blend of polyester and spandex. the fashion style is a casual, flowy top that is perfect for summer.",101,1,9
983,blue dress with a lace overlay. the dress has a round neckline and a fitted bodice with a flounce at the bottom. the lace overlay is scalloped and has a ruffled edge. the dress is sleeveless and has a back zipper closure.,21,9,12
984,"black leather jacket with gold-toned hardware. the jacket has a quilted design, five gold-toned buttons, and a zipper on the front. it also has a zippered pocket on the left sleeve and a zippered pocket on the right sleeve. the jacket is styled in a modern fashion with a sleek and edgy look.",38,1,5
985,"pair of blue and green printed leggings. the leggings have a flowy and loose fit, with a wide waistband that features a black and white striped pattern. the leggings have a loose and relaxed fit, with a wide leg that tapers towards the ankle. the blue and green printed pattern features a mix of abstract shapes and lines, giving the leggings a modern and stylish look.",25,101,15
986,"distressed denim jacket with a red label on the front. the jacket has a patchwork design with a variety of different colored denim pieces sewn onto it. the jacket also features a silver zipper and a black leather belt with a silver buckle. the jacket has a distressed and faded look, giving it a vintage and worn-in appearance.",1,1,1
987,blue dress with a v-neckline and short sleeves. the dress is made of a soft material and has a loose fit. the dress is styled with a tie in the front and is worn by a woman.,12,2,5
988,white top with a ruffled edge on the sleeves and a v-neckline. the top is made of a stretchy material and has a loose fit.,101,101,101
989,blue and white dress with a pattern of swirling shapes. the dress has a wrap-around style and is made of a lightweight material. the dress is designed to be flowy and comfortable to wear.,3,1,2
990,"blue and white dress with a floral print. the dress has a long sleeve and a high neckline. the fabric is made of a lightweight material, possibly cotton or linen. the dress has a loose fit and features a unique print with a mix of blue and white colors. the dress is designed to be flowy and comfortable, making it a perfect choice for a casual or relaxed outfit.",1,9,1
991,"short sleeve navy blue t-shirt dress with a round neckline and a loose fit. the dress is made of a soft and comfortable material, and it features a round neckline and short sleeves. the dress is a simple and comfortable option for everyday wear.",5,2,1
992,red short sleeve shirt with a lace design on the front. the shirt has a crew neckline and is made of a stretchy material. the lace design is red and features a mix of small and larger sized flowers.,2,6,2
993,black lace top with a zipper on the back. the lace is made of a shiny material and the zipper is silver in color. the top is a sleeveless design and has a high neckline.,13,37,19
994,black satin mermaid style skirt. the skirt has a high waist and a wide flare at the bottom. it is a formal and elegant piece of clothing.,11,7,10
995,"black and white floral patterned skirt. the skirt is made of a material that appears to be a blend of cotton and polyester. the skirt has a high waist and a wide, elasticized waistband. the floral pattern consists of a mix of black, white, and pink flowers. the skirt is a midi length, which means it falls just above the knee.",101,101,101
996,black t-shirt with a loose fit and short sleeves. the t-shirt has a round neckline and is made of a soft material. the t-shirt is oversized and has a relaxed fit.,8,101,32
997,"pair of leggings. the leggings are black and yellow in color. they are made of a stretchy material and have a wide, flowing design. the leggings are worn by a mannequin, which is standing in front of a plain background.",101,101,101
998,"pair of black pants with a floral print. the pants have a loose fit and are made of a stretchy material. the floral pattern consists of small flowers in various shades of pink, purple, and green.",101,101,101
999,black and silver dress. the dress has a long sleeve and a long skirt. the dress is made of shiny material and has silver sequins on it. the dress is off the shoulder and has a zipper on the back.,5,101,10
1000,"black and white mini skirt with a mushroom print. the skirt has a zipper closure on the front and is made of a stretchy material. the mushroom print is a mix of black and white, with the mushrooms having a red outline. the skirt is short and has a high waist, making it a fashionable and trendy piece of clothing.",9,2,6
1001,"white t-shirt with a black heart on it. the heart has a black eye in the center and the word ""love"" written in black letters around it. the t-shirt has a black and white color scheme and a casual fashion style.",2,2,2
1002,white and black dress with a black and white zipper on the back. the dress has a black and white color scheme with a black and white zipper on the back. the dress is a fitted style with a black and white color scheme.,17,93,26
1003,silver dress with a zipper on the back. the dress has a long sleeve and a high neckline. the material appears to be a shiny metallic fabric.,19,18,14
1004,striped skirt with a green and white color scheme. the skirt is made of a lightweight material and has a loose fit. it features a yellow stripe on the top and a white stripe on the bottom. the skirt has a high waist and a wide elastic band at the bottom.,3,5,3
1005,pair of white jeans with five pockets. the jeans have a high rise and are made of denim material. the jeans are styled with a white belt and have a button and zipper closure.,11,1,2
1006,pair of white pants with a black belt. the pants have a cropped style and are made of a stretchy material. the belt is made of a shiny black material and has a silver buckle. the pants are worn by a woman who is standing and smiling.,101,101,101
1007,white lace top with a cold shoulder design. the lace is sheer and has a delicate pattern. the top is made of a soft fabric that drapes well and has a relaxed fit.,5,2,2
1008,"black t-shirt with a v-neckline and short sleeves. the t-shirt is made of a soft, stretchy material and has a loose fit.",101,101,101
